,cuid,convert_30,revenue_30,roll_up,currentstatus,companytypegroup,team,customersource,accrole,num_employees,num_purchases_year,cost_purchases_year,enrollmentmethod,numorderone,numorderthreeone,numorderseventhree,numorderthirtyseven,numordersixtythirty,numorderyearsixty,sumrevone,sumrevthreeone,sumrevseventhree,sumrevthirtyseven,sumrevsixtythirty,sumrevyearsixty,numbamorder,numselforder,totalrev,aov,dayssincelastord,cuidshare,numstores,pospercentage,numinf,numinfconnect,numinfphone,numinfquote,percentlarge,percdirtythirty,percdirtyninetythirty,percdirtyyearninety,numbilling,numreturn,numwims,numproblem,numother,percentresolved,minnps,avgnps,maxnps,nps_count,numquote,numorderfromquote,quoteconrate,avgquoteprice,avgconquoteprice,numvisitone,numvisitthreeone,numvisitseventhree,numvisitthirtyseven,numvisitsixtythirty,numvisityearsixty,numvisittotal,numloggedinone,numloggedinthreeone,numloggedinseventhree,numloggedinthirtyseven,numloggedinsixtythirty,numloggedinyearsixty,numsecondsonsiteone,numsecondsonsitethreeone,numsecondsonsiteseventhree,numsecondsonsitethirtyseven,numsecondsonsitesixtythirty,numsecondsonsiteyearsixty,numtotalpageviewsone,numtotalpageviewsthreeone,numtotalpageviewsseventhree,numtotalpageviewsthirtyseven,numtotalpageviewssixtythirty,numtotalpageviewsyearsixty,numatcone,numatcthreeone,numatcseventhree,numatcthirtyseven,numatcsixtythirty,numatcyearsixty,numideaboardone,numideaboardthreeone,numideaboardseventhree,numideaboardthirtyseven,numideaboardsixtythirty,numideaboardyearsixty,dayssincelastvisit,sumatcprice,avgatcprice,numsearchtermsone,numsearchtermsthreeone,numsearchtermsseventhree,numsearchtermsthirtyseven,numsearchtermssixtythirty,numsearchtermsyearsixty,numskusviewedone,numskusviewedthreeone,numskusviewedseventhree,numskusviewedthirtyseven,numskusviewedsixtythirty,numskusviewedyearsixty,avgpriceone,avgpricethreeone,avgpriceseventhree,avgpricethirtyseven,avgpricesixtythirty,avgpriceyearsixty,avgprice,numtasksfirstintroone,numtasksfirstintrothreeone,numtasksfirstintroseventhree,numtasksfirstintrothirtyseven,numtasksfirstintrosixtythirty,numtasksfirstintroyearsixty,numtaskscadenceone,numtaskscadencethreeone,numtaskscadenceseventhree,numtaskscadencethirtyseven,numtaskscadencesixtythirty,numtaskscadenceyearsixty,numtasksreassignone,numtasksreassignthreeone,numtasksreassignseventhree,numtasksreassignthirtyseven,numtasksreassignsixtythirty,numtasksreassignyearsixty,numtaskscustactone,numtaskscustactthreeone,numtaskscustactseventhree,numtaskscustactthirtyseven,numtaskscustactsixtythirty,numtaskscustactyearsixty,numtasksotherone,numtasksotherthreeone,numtasksotherseventhree,numtasksotherthirtyseven,numtasksothersixtythirty,numtasksotheryearsixty,numcallsone,numcallsthreeone,numcallsseventhree,numcallsthirtyseven,numcallssixtythirty,numcallsyearsixty,numemailsone,numemailsthreeone,numemailsseventhree,numemailsthirtyseven,numemailssixtythirty,numemailsyearsixty,totalcalldurationone,totalcalldurationthreeone,totalcalldurationseventhree,totalcalldurationthirtyseven,totalcalldurationsixtythirty,totalcalldurationyearsixty,decmakerflagone,decmakerflagsevenone,decmakerflagfourteenseven,decmakerflagthirtyfourteen,percsecondsinbound,percemailopenedone,percemailopenedthreeone,percemailopenedseventhree,percemailopenedthirtyseven,percemailopenedsixtythirty,percemailopenedyearsixty,percemailclickedone,percemailclickedthreeone,percemailclickedseventhree,percemailclickedthirtyseven,percemailclickedsixtythirty,percemailclickedyearsixty,currentapplicability,numemaillist,dayssinceenrollment
632,12801,0,0,Onboarding,Enrolled,Business,US,Social - Paid,None,2to5,3to5,5to25,directEIN,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,2,3,7,0,0,0,1,0,2,0,0,0,1715,3104,2909,0,0,1,4,18,24,0,0,0,0,0,0,0,0,0,0,0,1,7,,,0,0,0,0,2,0,0,0,0,0,1,3,,,,,559,325.3333333,383.75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,77
633,12835,0,0,Onboarding,Enrolled,Business,US,Internal Customer Scrape,Primary,None,None,None,phone,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,2,60,65,0,0,1,1,0,24,0,0,958,1112,94,38429,0,0,17,16,8,396,0,0,0,1,0,2,0,0,1,0,0,5,6,209.98,104.99,0,0,1,0,0,4,0,0,4,2,0,81,,,515.2575,98.99,,456.3977778,450.8877011,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,326,0,0,0,0,0,0,0,0,0.333333333,0.3,0.264705882,0.404761905,0.625,0,0,0.1,0.014705882,0,0.034090909,9,2,15
634,12853,0,0,Onboarding,Enrolled,Business,CA,Search - Paid,Primary,None,None,None,phone,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,7,0,10,17,0,0,0,5,0,6,0,0,0,14944,0,21384,0,0,0,91,0,62,0,0,0,2,0,1,0,0,0,0,0,0,10,729.98,364.99,0,0,0,1,0,0,0,0,0,9,0,2,,,,572.4433333,,1249,695.4536364,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,374,0,0,0,0,0,0,0,0,0.666666667,0.25,0.5,0,0.764705882,0,0,0,0,0,0.058823529,10,1,11
635,12872,0,0,Onboarding,Enrolled,Business,US,Internal Application,Primary,None,None,None,phone,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,9,10,112,132,0,0,0,6,2,4,0,30,0,3470,3469,68502,0,4,0,122,126,937,0,0,0,0,2,6,0,0,0,0,0,0,3,,,0,1,0,2,2,16,0,1,0,39,30,156,,14.3,,78.64487179,115.694,299.0919872,235.4452212,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,47,370,0,0,0,0,0,0,0,0,0.166666667,0.166666667,0.173076923,0.154929577,0.181425486,0,0.166666667,0,0.076923077,0.084507042,0.144708423,6,2,25
638,12890,1,190.98,Onboarding,Active,Business,US,Internal Application,None,1,3to5,1to5,directEIN,0,1,0,0,0,0,0,58.2,0,0,0,0,0,1,58.2,58.2,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,,,,,,,,,,1,5,1,5,0,0,12,1,4,1,4,0,0,88,7561,1,4962,0,0,4,67,1,34,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,49.98,24.99,0,0,0,1,0,0,1,11,1,5,0,0,24.99,97.80636364,5400,128.492,,,396.8511111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0.75,0,0.333333333,0,0,0,0.5,0,0.333333333,0,0,1,1,2
639,12911,0,0,Onboarding,Enrolled,Business,US,Internal Application,Primary,1,3to5,lessthan1,phone,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,14,14,28,0,0,0,0,5,2,0,0,0,0,12163,18324,0,0,0,0,114,66,0,0,0,0,3,2,0,0,0,0,0,0,31,,,0,0,0,0,5,0,0,0,0,0,31,15,,,,,1020.475806,335.49,797.1108696,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,563,0,0,0,0,0,,0,0,0,0,0.375,0.5,0,0,0,0,0.25,0.5,,,38
641,12933,0,0,Onboarding,Enrolled,Business,US,Internal Customer Scrape,Primary,None,None,None,phone,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,8,9,5,71,94,0,1,3,2,0,0,0,29,2565,4153,567,76057,0,2,23,44,18,506,0,0,0,2,0,10,0,0,0,0,0,0,3,4661.06,932.212,0,0,0,1,0,10,0,2,6,12,10,198,,1794.99,933.8433333,945.7408333,1449.377,1231.729141,1223.324868,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,483,0,0,0,0,0,0,0,0,1,0.375,0.588235294,0.2,0.106870229,0.083541147,0,0,0,0.1,0.022900763,0.043640898,8.5,2,6
645,12964,0,0,Onboarding,Active,Trade,US,Internal Application,None,None,None,None,directEIN,0,0,0,0,1,0,0,0,0,0,137.01,0,0,1,137.01,137.01,60,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,1,9,55,65,0,0,0,0,3,19,0,0,0,19,19766,69385,0,0,0,3,176,1137,0,0,0,0,3,13,0,0,0,0,0,1,14,,,0,0,0,0,12,18,0,0,0,1,49,354,,,,50.95,74.47367347,387.8411017,348.9997772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,,1,0.666666667,1,0.9,0.803921569,0.809701493,0,0,0,0.033333333,0.117647059,0.123134328,7,1,109
648,13008,0,0,Onboarding,Active,Business,US,Internal Application,None,6to10,25plus,1to5,directEIN,0,0,0,2,0,0,0,0,0,421.96,0,0,0,2,421.96,210.98,19,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,21,5,41,67,0,0,0,3,2,0,0,0,0,6393,1996,23106,0,0,0,216,74,295,0,0,0,3,0,2,0,0,0,0,0,0,8,1280.89,182.9842857,0,0,0,3,4,17,0,0,0,49,5,58,,,,254.4112245,235.602,1118.947069,701.2775893,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0.032258065,0,0,0,0,0,0,0,0,1,2,27
649,13016,0,0,Onboarding,Enrolled,Business,US,Internal Customer Scrape,Primary,None,None,None,email,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,10,10,10,1,,,,,,3,0,2,10,20,61,96,2,0,2,8,14,16,3594,0,338,28032,23684,41588,32,0,4,106,267,353,0,0,0,2,1,1,0,0,0,0,0,0,1,1060.04,530.02,0,0,0,5,14,2,3,0,1,25,43,58,192.35,,530.99,600.6984,381.8565116,956.1281034,676.9289231,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,65,21,0,0,0,0,0,0,1,0,0,0.5,0.278688525,0.15339233,1,0,0,0.090909091,0.081967213,0.076696165,,,53
650,13018,0,0,Onboarding,Active,Business,US,External Application,None,1,3to5,1to5,directEIN,0,0,1,0,0,0,0,0,317,0,0,0,0,1,317,317,4,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,5,8,3,3,10,29,0,4,3,2,0,0,0,2713,15448,77,535,8607,0,54,155,7,17,135,0,0,1,0,1,0,0,0,0,0,0,0,2,1329.91,443.3033333,0,0,10,0,0,13,0,10,18,0,3,29,,207.704,386.1561111,,159.6566667,451.9244828,376.8771667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,322,0,0,0,0,0,0,0,0,0,0,0,1,0.666666667,0.5,0,0,0,1,0.333333333,0.5,0,0,,,4
651,13048,0,0,Onboarding,Active,Business,US,Internal Application,None,11to50,6to10,5to25,directEIN,0,0,0,0,1,0,0,0,0,0,309.9096,0,1,0,309.9096,309.9096,38,1,1,-0.017926518,9,0,9,0,0,0,1,0,0,0,1,0,2,0,,,,,1,1,1,309.91,309.91,0,0,0,2,12,7,21,0,0,0,2,9,1,0,0,0,4640,11527,6902,0,0,0,45,132,96,0,0,0,1,5,3,0,0,0,1,0,1,14,89.99,89.99,0,0,0,1,1,0,0,0,0,3,11,17,,,,158.3233333,114.6136364,62.26352941,90.13548387,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,456,1704,0,0,0,0,0,0,0,0,0,0.027027027,0.1875,0,0,0,0,0,0.1875,0,3,1,61
652,13051,0,0,Onboarding,Active,Business,US,Internal Application,None,2to5,None,None,directEIN,0,0,0,0,1,0,0,0,0,0,183.99,0,0,1,183.99,183.99,53,1,1,0,0,0,0,0,0,0,0,0,,,,,,,10,10,10,1,,,,,,0,0,0,0,19,22,41,0,0,0,0,8,5,0,0,0,0,31132,18307,0,0,0,0,86,116,0,0,0,0,1,0,0,0,0,0,0,2,32,,,0,0,0,0,3,4,0,0,0,0,9,26,,,,,367.2166667,598.4288462,538.9742857,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,35,0,0,0,0,0,,0.5,0,0,0.032258065,0.049180328,0.044052863,0,0,0,0,0.049180328,0.008810573,7,1,53
653,13076,0,0,Onboarding,Enrolled,Business,US,Internal Application,None,1,3to5,lessthan1,directEIN,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,10,1,1,12,0,0,0,3,0,0,0,0,0,4331,3785,776,0,0,0,56,123,7,0,0,0,1,0,0,0,0,0,0,0,0,14,260,260,0,0,0,1,4,1,0,0,0,9,40,0,,,,324.2222222,125.41875,,161.9336735,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0.3125,0,0,0,0,0,0.25,0,0,3,1,22
655,13136,0,0,Onboarding,Active,Business,US,Internal Application,Primary,1,3to5,lessthan1,other,0,0,1,0,0,0,0,0,159.03,0,0,0,1,0,159.03,159.03,7,1,1,0,1,0,1,0,0,0,0,0,,,,,,,,,,,2,1,0.5,165.645,159.03,0,0,5,17,20,12,54,0,0,3,9,14,0,0,0,373,33044,32122,3258,0,0,13,125,135,49,0,0,1,1,1,0,0,0,0,0,1,0,7,458,229,0,0,1,3,2,0,0,0,2,22,44,18,,,609.495,584.7363636,933.6056818,471.6072222,740.1252326,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,3,2,0,0,0,0,364,987,0,0,0,0,0,0,0.62842339,0,1,0,0,0.111111111,0,0,0,0,0,0.111111111,0,,,9
659,13319,0,0,Onboarding,Enrolled,Business,US,Internal Application,Primary,None,None,None,phone,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,2,2,25,30,0,0,0,0,0,1,471,0,0,305,2573,4130,5,0,0,10,35,107,1,0,0,0,1,0,0,0,0,0,0,0,1,595,595,0,0,0,0,2,1,1,0,0,2,10,27,595,,,614.995,129.023,519.3655556,428.45225,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0.071428571,0.071428571,0.138686131,0.166666667,0,0,0,0,0.03649635,7,3,1
664,13413,0,0,Onboarding,Enrolled,Business,US,Internal Customer Scrape,None,11to50,25plus,25to100,directEIN,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,11,7,38,57,0,0,0,9,2,0,0,0,3,18756,2786,36668,0,0,1,137,23,318,0,0,0,1,0,0,0,0,0,0,0,0,4,580.99,290.495,0,0,0,3,2,1,0,0,0,27,5,82,,,,661.9914815,351.194,391.6465854,453.9014035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.08,0,0.071428571,0,0,0,0,0,0,,,10
667,13454,1,117.34,Onboarding,Active,Business,US,External Application,None,2to5,11to25,5to25,directEIN,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,3,4,5,118,132,0,0,2,2,0,24,540,0,797,1346,400,116076,14,0,20,29,11,1510,1,0,0,0,0,7,0,0,0,0,0,2,1,600,600,0,0,0,0,0,10,2,0,4,6,4,447,450,,952.9975,1848,2430.7475,1199.585615,1213.256479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0.5,0.166666667,0.384615385,0.287671233,0.192307692,0.177152318,0,0,0.076923077,0.054794521,0.051282051,0.056291391,7,2,16
669,13586,0,0,Onboarding,Active,Business,US,Internal Application,None,1,1to2,lessthan1,directEIN,0,1,0,0,0,0,0,281.51,0,0,0,0,0,1,281.51,281.51,3,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,3,8,8,2,94,115,0,3,5,6,0,3,0,4526,10549,5976,50,43473,0,63,190,35,6,495,0,0,1,0,0,3,0,0,1,0,0,1,2,1244.99,414.9966667,0,1,1,0,0,7,0,11,56,11,2,108,,441.09,714.7458929,312.4645455,85.745,190.9708333,367.6128191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0.181818182,0.4,0.373134328,0.161764706,0.269736842,0,0.090909091,0.2,0.029850746,0.029411765,0.055921053,10,2,6
672,13605,0,0,Onboarding,Active,Trade,US,Internal Application,None,None,None,None,directEIN,0,0,0,0,0,2,0,0,0,0,0,749.89,0,2,749.89,374.945,61,1,1,0,0,0,0,0,0.5,0,0,1,1,1,1,0,0,0.333333333,,,,,,,,,,0,0,0,0,6,68,74,0,0,0,0,6,21,0,0,0,0,1562,58462,0,0,0,0,25,610,0,0,0,0,0,10,0,0,0,0,0,0,39,,,0,0,0,0,1,11,0,0,0,0,4,150,,,,,517.2425,487.7636,488.5292857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,26,0,0,0,0,,0.5,0.2,0.125,0.090909091,0.265822785,0.313195548,0,0,0,0,0,0.009538951,6,2,149
675,13627,0,0,Onboarding,Active,Trade,US,Internal Customer Scrape,Primary,None,None,None,liveTransfer,0,0,0,2,0,0,0,0,0,290.97,0,0,1,1,290.97,145.485,9,1,1,0,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,0,3,8,26,20,191,248,0,3,7,11,0,38,0,182,761,14699,6413,92992,0,3,33,141,194,1665,0,0,1,7,4,9,0,0,0,0,0,0,3,822.94,82.294,0,0,0,1,2,2,0,0,9,27,51,423,,,292.5255556,110.6844444,257.3382353,500.8608274,452.1756667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1115,0,83,0,0,0,0,1,0,0.416666667,0.380952381,0.231404959,0.120567376,0.143668831,0,0.25,0.285714286,0.157024793,0.092198582,0.099025974,7,1,19
676,13640,1,2045.09,Onboarding,Active,Business,US,Search - Paid,None,None,None,None,directEIN,0,0,0,1,2,3,0,0,0,1199.94,2303.88,3269.82,0,6,6773.64,1128.94,16,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,1,5,9,15,0,0,0,1,3,2,0,0,0,244,9651,7098,0,0,0,8,51,90,0,0,0,1,1,2,0,0,0,0,0,0,16,316.99,316.99,0,0,0,0,1,2,0,0,0,1,6,20,,,,316.99,113.4983333,190.5735,178.1277778,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,202,0,0,0,0,,0,0,0.166666667,0.139534884,0.263157895,0.623632385,0,0,0,0,0.035087719,0.006564551,7,1,79
677,13647,0,0,Onboarding,Enrolled,Business,US,Internal Application,None,None,None,None,directEIN,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,7,7,34,53,1,2,0,0,0,2,0,5684,716,4825,2519,8257,1,44,11,34,48,169,0,0,0,1,1,1,0,0,0,0,0,2,1,428.99,428.99,0,0,0,0,3,0,0,19,2,11,6,49,,62.54684211,352.24,1113.306364,599.4616667,838.3985714,676.0636782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.333333333,0.375,0.307692308,0.125,0.152173913,0.106457243,0.333333333,0.25,0.153846154,0.111111111,0.054347826,0.054101222,6,2,3
678,13660,0,0,Onboarding,Active,Trade,US,External Application,None,2to5,25plus,100plus,directEIN,0,0,0,1,0,0,0,0,0,489.96,0,0,0,1,489.96,489.96,26,1,1,0,0,0,0,0,0,0,0,0,,,,,,,7,7,7,1,,,,,,0,0,0,14,10,24,48,0,0,0,12,5,16,0,0,0,8298,5839,14499,0,0,0,198,71,306,0,0,0,2,2,0,0,0,0,0,0,0,11,363.98,181.99,0,0,0,3,1,22,0,0,0,22,12,40,,,,367.8781818,234.0391667,342.81575,332.6272973,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,389,0,0,0,0,0,0,0,0,0,0.125,0.084745763,0.087719298,0.034965035,0,0,0,0.016949153,0.052631579,0.020979021,7,2,26
681,13723,0,0,Onboarding,Active,Trade,US,External Application,None,50plus,25plus,100plus,directEIN,0,0,0,0,1,0,0,0,0,0,103.84,0,0,1,103.84,103.84,40,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2,0,1,18,20,60,101,2,0,1,8,10,4,2981,0,660,12853,13640,20759,45,0,22,338,196,458,0,0,0,0,1,1,2,0,0,2,0,0,1,,,0,0,0,3,3,0,9,0,1,82,30,74,122.9888889,,161.99,351.055122,902.332,603.3525676,519.2523469,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,224,41,0,0,0,0,,0.666666667,1,0.833333333,0.756756757,0.75,0.618122977,0,0.5,0.166666667,0.135135135,0.192307692,0.090614887,,,63
682,13730,0,0,Onboarding,Active,Business,US,Internal Application,Primary,None,None,None,phone,0,0,0,1,0,0,0,0,0,102.99,0,0,0,1,102.99,102.99,20,1,1,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0.75,,,,,,,,,,0,0,1,47,26,17,91,0,0,0,5,0,0,0,0,0,78165,43162,27568,0,0,1,320,193,130,0,0,0,3,0,0,0,0,0,0,0,0,5,2306,461.2,0,0,0,5,0,0,0,0,0,99,49,34,,,,856.0209091,790.2863265,1569.611176,971.6312088,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0.181818182,0.073170732,0.205387205,0,0,0,0.090909091,0.024390244,0,7,1,20
684,13779,0,0,Onboarding,Enrolled,Business,US,Internal Application,None,11to50,6to10,1to5,directEIN,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,0,0,0,2,7,3,0,0,0,0,2,7416,11,0,0,0,2653,33,4,0,0,0,33,1,0,0,0,0,0,0,0,0,0,0,0,1,179,179,3,0,0,0,0,1,9,0,0,0,0,12,409.1633333,,,,,367.9866667,385.6338095,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0.025773196,0,0,0,0,0,0.264705882,0,0,0,0,0,0,0,1,1
685,13780,0,0,Onboarding,Enrolled,Trade,US,Internal Application,None,None,None,None,directEIN,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,2,9,0,0,0,0,4,0,0,0,0,0,5239,66,0,0,0,0,83,5,0,0,0,0,0,0,0,0,0,0,0,0,58,,,0,0,0,0,1,0,0,0,0,0,33,3,,,,,298.9230303,330.4466667,301.55,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,32,0,0,0,0,0,,0,0,0.125,0.2,0.063492063,0.427561837,0,0,0,0,0,0,5,2,58
687,13790,0,0,Onboarding,Enrolled,Business,US,Internal Application,None,None,None,None,phone,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,8,10,10,29,0,0,0,0,0,4,0,0,0,343,1018,20140,0,1,0,20,23,65,0,0,0,0,0,1,0,0,0,0,0,0,2,,,,,,,,,0,0,0,4,4,15,,,,1447,691.795,190.346,496.1030435,0,0,0,0,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,787,0,0,0,0,0,,1,0.666666667,0.666666667,0.94,0.983870968,1,0,0.333333333,0,0.16,0.112903226,0,,,50
688,13799,1,1789.12,Onboarding,Active,Business,US,Internal Application,None,1,3to5,1to5,directEIN,0,0,1,0,0,0,0,0,78.99,0,0,0,0,1,78.99,78.99,5,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,16,14,0,17,47,0,0,11,2,0,2,0,0,9068,30819,0,15887,0,0,176,240,0,198,0,0,1,4,0,3,0,0,1,0,0,0,4,806.25,62.01923077,0,0,0,2,0,4,0,0,43,84,0,56,,,911.2774419,235.0842857,,108.1264286,355.1207104,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.333333333,0,0.5,0.166666667,0.028571429,0.034545455,0.166666667,0,0,0.027777778,0,0.001818182,4,2,6
